,cross_val,is_stand,fold,k,weight,metric,acc,f1
552,StratifiedKFold,True,5,9,uniform,euclidean,0.8037383804825665,0.69158480301888
553,StratifiedKFold,True,5,9,uniform,manhattan,0.8565331051377563,0.7412378823002556
554,StratifiedKFold,True,5,9,distance,euclidean,0.8602337326755931,0.796343589819609
555,StratifiedKFold,True,5,9,distance,manhattan,0.8977423739051646,0.8456363297951174
556,StratifiedKFold,True,5,9,mma,euclidean,0.836289976173697,0.7480478358976691
557,StratifiedKFold,True,5,9,mma,manhattan,0.8836561629584886,0.8371061078027152
558,StratifiedKFold,True,5,10,uniform,euclidean,0.810267962012148,0.7185596998332717
559,StratifiedKFold,True,5,10,uniform,manhattan,0.8601045337091849,0.7788954843312954
560,StratifiedKFold,True,5,10,distance,euclidean,0.8603177958991912,0.7699537725900351
561,StratifiedKFold,True,5,10,distance,manhattan,0.8886200879224135,0.8310962457083146
562,StratifiedKFold,True,5,10,mma,euclidean,0.8366839491258096,0.755118891642938
563,StratifiedKFold,True,5,10,mma,manhattan,0.8688365381388637,0.7892772465307961
564,StratifiedKFold,True,5,15,uniform,euclidean,0.7764295781737642,0.6254899620652418
565,StratifiedKFold,True,5,15,uniform,manhattan,0.8185580053021914,0.7240901230052919
566,StratifiedKFold,True,5,15,distance,euclidean,0.837030605053861,0.7354300448754472
567,StratifiedKFold,True,5,15,distance,manhattan,0.874175643477969,0.8216347091587555
568,StratifiedKFold,True,5,15,mma,euclidean,0.8269245612268868,0.7028084382701277
569,StratifiedKFold,True,5,15,mma,manhattan,0.8562683311520521,0.8256826293787187
570,StratifiedKFold,True,5,20,uniform,euclidean,0.7534331688982852,0.727569903939225
571,StratifiedKFold,True,5,20,uniform,manhattan,0.7816052552099063,0.6709526310435129
572,StratifiedKFold,True,5,20,distance,euclidean,0.8047221383267895,0.7268119929052992
573,StratifiedKFold,True,5,20,distance,manhattan,0.8450414443437699,0.782734543121967
574,StratifiedKFold,True,5,20,mma,euclidean,0.7953931339977852,0.7288398228878105
575,StratifiedKFold,True,5,20,mma,manhattan,0.8321676901909459,0.7364411487030083
576,StratifiedKFold,True,5,25,uniform,euclidean,0.758185341789993,0.7544125037228485
577,StratifiedKFold,True,5,25,uniform,manhattan,0.7589959394610557,0.7339856332588781
578,StratifiedKFold,True,5,25,distance,euclidean,0.8013502130943991,0.7810505443721788
579,StratifiedKFold,True,5,25,distance,manhattan,0.8369826168663378,0.7256478127461901
580,StratifiedKFold,True,5,25,mma,euclidean,0.7853881002718213,0.7007420681170681
581,StratifiedKFold,True,5,25,mma,manhattan,0.813120071143327,0.7386465284771573
582,StratifiedKFold,True,5,30,uniform,euclidean,0.7442390684251149,0.827654946384529
583,StratifiedKFold,True,5,30,uniform,manhattan,0.7676611631262794,0.7205576194285871
